author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302855087/;Москва;sale;flat;10;12;1;38.7;10600000;Люблино; Маршала Кожедуба;16К1;Люблино;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/302203185/;Москва;sale;flat;17;19;1;36.2;10600000;Северное Бутово;Феодосийская ;7к1;Бульвар Дмитрия Донского;Гринада
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303579738/;Москва;sale;flat;12;16;2;51.0;10650000;Южное Бутово;2-я Мелитопольская ;5К1;Бутово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299719558/;Москва;sale;flat;2;12;1;38.9;10700000;Свиблово; Амундсена;7;Свиблово;
ID 15577734;homeowner;https://www.cian.ru/sale/flat/304061649/;Москва;sale;flat;8;17;2;42.5;10750000;;;4;Рассказовка;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304132517/;Москва;sale;flat;4;9;1;31.8;10990000;Царицыно; Бехтерева;9К1;Кантемировская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303688380/;Москва;sale;flat;1;18;1;44.0;10990000;Гольяново;Камчатская ;4к2;Щёлковская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480515/;Москва;sale;flat;5;17;2;54.0;10900000;Южное Бутово;2-я Мелитопольская ;15;Бутово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303297071/;Москва;sale;flat;6;14;1;35.1;10950000;Лосиноостровский; Коминтерна;26К2;Бабушкинская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302799515/;Москва;sale;flat;1;9;2;44.6;10900000;Марьино;Новочеркасский бульвар;1;Курьяново;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302218882/;Москва;sale;flat;4;12;2;45.6;11000000;Выхино-Жулебино; Хлобыстова;16К1;Выхино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302503912/;Москва;sale;flat;2;14;1;38.7;11200000;Марьино;Новочеркасский бульвар;36;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303304316/;Москва;sale;flat;1;9;2;47.1;11500000;Выхино-Жулебино; Чугунные Ворота;21К4;Юго-Восточная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302905302/;Москва;sale;flat;2;16;1;39.0;11490000;Северное Медведково;проезд Шокальского;55К2;Медведково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301856089/;Москва;sale;flat;3;9;2;42.3;11600000;Ярославский;Палехская ;17;Бабушкинская;
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/301569903/;Москва;sale;flat;7;23;2;35.5;11800000;Текстильщики;1-й Грайвороновский проезд;3;Текстильщики;Волжский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303754904/;Москва;sale;flat;6;9;2;42.2;11900000;Богородское;бульвар Маршала Рокоссовского;32;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301380768/;Москва;sale;flat;6;18;2;52.1;11900000;Некрасовка; Вертолетчиков;21к5;Некрасовка;мой адрес На Вертолетчиков
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301978068/;Москва;sale;flat;10;19;1;44.4;12500000;Очаково-Матвеевское;Большая Очаковская ;12к3;Очаково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302969464/;Москва;sale;flat;4;5;2;41.5;12500000;Южное Тушино; Фабрициуса;56К1;Сходненская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301267140/;Москва;sale;flat;3;5;2;43.0;12500000;Кузьминки;Волгоградский проспект;129;Кузьминки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297908781/;Москва;sale;flat;2;10;1;35.5;12855000;Академический; Шверника;7;Академическая;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/296939948/;Москва;sale;flat;26;30;1;33.5;13250000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304085937/;Москва;sale;flat;16;17;1;38.0;13500000;Марьино; Маршала Голованова;1;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301427208/;Москва;sale;flat;2;5;2;44.0;13500000;Кузьминки; Юных Ленинцев;109К2;Кузьминки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302954065/;Москва;sale;flat;12;30;1;36.7;13600000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303734425/;Москва;sale;flat;4;12;2;44.9;13700000;Можайский;Гродненская ;4К2;Кунцевская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304185928/;Москва;sale;flat;2;9;2;37.0;13990000;Царицыно; Бехтерева;11К2;Кантемировская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304189626/;Москва;sale;flat;8;12;1;39.0;13990000;Свиблово; Амундсена;5;Свиблово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301853939/;Москва;sale;flat;7;12;2;53.9;14300000;Зябликово; Мусы Джалиля;14К1;Шипиловская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301804694/;Москва;sale;flat;13;13;1;42.3;14399999;Коньково; Введенского;5;Беляево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301405653/;Москва;sale;flat;2;5;2;55.1;14500000;Фили-Давыдково; Алексея Свиридова;13К2;Кунцевская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300386282/;Москва;sale;flat;1;9;2;42.3;14400000;Очаково-Матвеевское;Матвеевская ;42К1;Давыдково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302515492/;Москва;sale;flat;4;5;2;55.5;14950000;Соколиная гора; Бориса Жигуленкова;19;Соколиная гора;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301833403/;Москва;sale;flat;3;5;2;44.0;14990000;Сокольники; Стромынка;14к2;Сокольники;
Офис Гид;real_estate_agent;https://www.cian.ru/sale/flat/303834495/;Москва;sale;flat;17;22;2;58.0;15400000;Ясенево;Литовский бульвар;1;Ясенево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303305372/;Москва;sale;flat;4;9;2;38.0;15300000;Покровское-Стрешнево;Волоколамское шоссе;49;Щукинская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303962581/;Москва;sale;flat;11;33;1;31.7;15290000;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково;Матвеевский парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302799503/;Москва;sale;flat;21;21;1;39.8;15300000;Новогиреево;Свободный проспект;25/27;Новогиреево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303018550/;Москва;sale;flat;14;25;2;40.9;15350000;Марьино;Донецкая ;30к2;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303027811/;Москва;sale;flat;8;9;2;37.1;15700000;Раменки;Мосфильмовская ;22;Поклонная;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/302778724/;Москва;sale;flat;19;23;2;46.0;15800000;Хорошевский;1-я Магистральная ;25;Хорошёвская;Сити-комплекс Мята
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303784433/;Москва;sale;flat;22;23;1;42.2;16500000;Москворечье-Сабурово;переулок 1-й Котляковский;2Ак1;Варшавская;LIFE Варшавская
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302292581/;Москва;sale;flat;3;12;1;38.9;16500000;Хорошевский; Острякова;9;Аэропорт;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/302515448/;Москва;sale;flat;16;32;2;46.0;16850000;Марьино;Донецкая ;30к1;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303117069/;Москва;sale;flat;13;16;2;54.0;16740000;Крылатское; Крылатские Холмы;30К3;Крылатское;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302070180/;Москва;sale;flat;15;15;1;33.4;16800000;Покровское-Стрешнево;бульвар Небесный;1к1;Спартак;ÁLIA
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299938064/;Москва;sale;flat;14;14;2;55.6;16700000;Кузьминки; Юных Ленинцев;57К1;Кузьминки;
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/303567044/;Москва;sale;flat;8;9;2;37.0;16990000;Ломоносовский;Ленинский проспект;91К2;Новаторская;
Доступная Недвижимость. 8 отдел;real_estate_agent;https://www.cian.ru/sale/flat/301970961/;Москва;sale;flat;7;7;1;43.0;17000000;Таганский;Нижегородская ;32С3;Римская;Loft FM
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303196152/;Москва;sale;flat;2;12;2;52.2;16990000;Чертаново Южное;Чертановская ;60К1;Улица Академика Янгеля;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302919800/;Москва;sale;flat;7;14;2;53.0;17490000;Обручевский; Новаторов;40А;Новаторская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303327138/;Москва;sale;flat;1;16;2;53.0;17500000;Обручевский; Новаторов;40К2;Новаторская;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/304069827/;Москва;sale;flat;30;33;2;48.4;17750000;Чертаново Южное;Дорожная ;46к5;Красный Строитель;Ютаново
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300733343/;Москва;sale;flat;16;17;2;53.1;18000000;Отрадное;Отрадная ;12;Отрадное;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303820019/;Москва;sale;flat;20;22;2;59.2;17999999;Обручевский; Обручева;19К3;Калужская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301961569/;Москва;sale;flat;3;7;1;40.0;18000000;Таганский;Нижегородская ;32С3;Калитники;Loft FM
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298231338/;Москва;sale;flat;6;33;1;34.4;18300000;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
FORMA;developer;https://www.cian.ru/sale/flat/298006529/;Москва;sale;flat;7;30;2;36.6;18310980;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299132213/;Москва;sale;flat;8;33;1;34.4;18600000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303298256/;Москва;sale;flat;32;33;2;58.0;18499000;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы;Тринити-2
