author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302926076/;Москва;sale;flat;1;3;1;35.1;4920000;; Генерала Донскова;23к3;Апрелевка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303248841/;Москва;sale;flat;1;3;1;45.3;5527000;; Генерала Донскова;27к1;Апрелевка;
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/304614511/;Москва;sale;flat;5;5;1;20.0;6290000;Марфино;Гостиничный проезд;8К1;Окружная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303684570/;Москва;sale;flat;2;4;1;40.0;6700000;; Ирландская;4к1;Подольск;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303548573/;Москва;sale;flat;2;3;2;59.1;7211000;; Генерала Донскова;27к1;Апрелевка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303866766/;Москва;sale;flat;10;14;1;34.0;8500000;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново;1-й Ленинградский
Спутник;real_estate_agent;https://www.cian.ru/sale/flat/303948297/;Москва;sale;flat;10;16;1;36.7;9000000;;проспект Магеллана;;Филатов Луг;Испанские кварталы
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304652803/;Москва;sale;flat;8;9;1;33.0;9400000;Чертаново Южное;Чертановская ;58К2;Улица Академика Янгеля;
SITRealty;real_estate_agent;https://www.cian.ru/sale/flat/303560811/;Москва;sale;flat;4;7;1;40.0;9650000;; Медовая Долина;2;Санино;Баркли Медовая долина
МПБ;real_estate_agent;https://www.cian.ru/sale/flat/302743252/;Москва;sale;flat;11;14;1;35.3;10100000;Зюзино;Болотниковская ;43;Зюзино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304509599/;Москва;sale;flat;14;25;2;44.0;10500000;; Москвитина;5к4;Рассказовка;Город-парк Первый Московский
Центр Содействия Союз;real_estate_agent;https://www.cian.ru/sale/flat/302554415/;Москва;sale;flat;7;12;1;35.4;10620000;Южное Тушино;Окружная ;15С1;Трикотажная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304198945/;Москва;sale;flat;3;5;1;40.7;10950000;Южное Тушино; Василия Петушкова;20к1;Трикотажная;
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/298705735/;Москва;sale;flat;5;5;2;41.0;10999990;Можайский; Багрицкого;45;Кунцевская;
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/299893948/;Москва;sale;flat;5;16;2;38.9;10990000;Отрадное;Алтуфьевское шоссе;2;Владыкино;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/300700689/;Москва;sale;flat;6;12;2;37.9;11200000;Северное Медведково;проезд Шокальского;17;Медведково;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304063956/;Москва;sale;flat;10;22;1;38.2;11500000;Ясенево;Ясногорская ;13К1;Ясенево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304595067/;Москва;sale;flat;13;25;1;45.0;11700000;;проезд Радужный;3;Рассказовка;Град Московский
Спутник;real_estate_agent;https://www.cian.ru/sale/flat/302557454/;Москва;sale;flat;12;12;2;35.1;11800000;Котловка; Винокурова;20;Крымская;
ID 59262847;homeowner;https://www.cian.ru/sale/flat/302504373/;Москва;sale;flat;1;9;1;36.7;11950000;Строгино; Кулакова;7;Строгино;
RED;real_estate_agent;https://www.cian.ru/sale/flat/303153112/;Москва;sale;flat;11;17;1;38.9;12700000;; Эдварда Грига;16к1;Бульвар Адмирала Ушакова;Скандинавия
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/303960231/;Москва;sale;flat;4;12;2;38.0;13300000;Гольяново;Уральская ;1;Щёлковская;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/304687712/;Москва;sale;flat;8;9;2;43.0;15000000;Южнопортовый; Симоновский Вал;7К2;Пролетарская;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/304708313/;Москва;sale;flat;5;10;1;40.0;15100000;Богородское;4-я Гражданская ;33А;Бульвар Рокоссовского;Вдохновение
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/304582801/;Москва;sale;flat;9;9;2;43.9;17399999;Тимирязевский;Дмитровское шоссе;43К1;Петровско-Разумовская;
ID 22653;real_estate_agent;https://www.cian.ru/sale/flat/303346088/;Москва;sale;flat;17;17;2;53.8;17500000;Раменки;Мичуринский проспект;25К3;Раменки;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/300872621/;Москва;sale;flat;10;30;2;55.1;18299000;Южнопортовый;Волгоградский проспект;32/3к6;Угрешская;Метрополия
ID 15381315;realtor;https://www.cian.ru/sale/flat/304542628/;Москва;sale;flat;3;28;1;38.9;18300000;Покровское-Стрешнево;Волоколамское шоссе;95/2к5;;City Bay
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/303018018/;Москва;sale;flat;7;19;2;58.4;18890000;Можайский; Толбухина;2;Сетунь;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/297610313/;Москва;sale;flat;33;46;1;40.1;19000000;Пресненский;Мукомольный проезд;2;Шелепиха;
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294873303/;Москва;sale;flat;18;29;2;56.8;20500000;Очаково-Матвеевское;Аминьевское шоссе;4Дк3литА;Аминьевская;Вестердам
AFI Development;developer;https://www.cian.ru/sale/flat/294886650/;Москва;sale;flat;10;25;1;40.3;21222423;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park Воронцовский
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/298794336/;Москва;sale;flat;2;11;2;52.0;21500000;Щукино; Маршала Рыбалко;2к6;Панфиловская;Маршал
SPENСER ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/301952287/;Москва;sale;flat;6;24;1;63.0;21800000;Крылатское;Рублевское шоссе;70к7;Крылатское;Крылатский
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/304431089/;Москва;sale;flat;4;52;2;49.6;21700000;Раменки;;;Минская;Вилл Тауэрс ЖК
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/304431091/;Москва;sale;flat;2;56;2;55.4;21700000;Раменки;;;Минская;Вилл Тауэрс ЖК
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/304181118/;Москва;sale;flat;8;17;2;50.4;22500000;Филевский парк;Большая Филевская ;23К2;Багратионовская;
Александр Кудинов;realtor;https://www.cian.ru/sale/flat/303955677/;Москва;sale;flat;12;49;2;41.0;22400000;Хорошево-Мневники; Генерала Глаголева;14Ак1;Народное Ополчение;CRYSTAL Трилогия
ID 66048468;homeowner;https://www.cian.ru/sale/flat/304025338/;Москва;sale;flat;18;27;1;35.0;22750000;Нагорный;Электролитный проезд;7;Нагорная;TopHills
Лидер жилья -   продажа недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/298547721/;Москва;sale;flat;10;22;2;62.0;23990000;Ярославский; Красная Сосна;3А;ВДНХ;Настроение
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294650908/;Москва;sale;flat;6;6;2;51.0;24000000;Таганский;Наставнический переулок;6;Курская;
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/296463328/;Москва;sale;flat;4;9;1;50.9;25772271;Кунцево; Академика Павлова;7с1;Молодёжная;TWICE
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/296468734/;Москва;sale;flat;6;9;2;58.6;30734587;Кунцево; Маршала Тимошенко;8;Крылатское;TWICE
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294873256/;Москва;sale;flat;7;17;2;68.0;31000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302397974/;Москва;sale;flat;3;26;1;39.08;31000000;Пресненский; Пресненский Вал;27С1;Белорусская;Republic
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286767663/;Москва;sale;flat;1;13;2;50.0;32000000;Тверской;Глинищевский переулок;5/7;Пушкинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298373287/;Москва;sale;flat;18;42;2;94.0;34000000;Хорошевский;Хорошевское шоссе;12к1;Беговая;Дом на Беговой
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/301357272/;Москва;sale;flat;4;6;2;100.2;35000000;Басманный;Старая Басманная ;31;Бауманская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290825191/;Москва;sale;flat;7;16;2;74.0;39000000;Раменки;Минская ;1ГК1;Ломоносовский проспект;Золотые Ключи 2
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299069304/;Москва;sale;flat;39;41;2;56.9;40000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/292133929/;Москва;sale;flat;3;5;2;41.0;40900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304053983/;Москва;sale;flat;7;41;2;69.0;43500000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300642530/;Москва;sale;flat;4;14;2;75.0;44000000;Раменки;проспект Генерала Дорохова;39к2Е;Минская;Собрание клубных домов West Garden
IKON Development;developer;https://www.cian.ru/sale/flat/302839440/;Москва;sale;flat;6;21;2;73.3;45331945;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/294650795/;Москва;sale;flat;3;5;2;44.0;46500000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/277370296/;Москва;sale;flat;2;7;2;60.4;48850299;Пресненский;Никитский бульвар;12;Арбатская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298908021/;Москва;sale;flat;4;5;2;105.3;49000000;Замоскворечье; Большая Ордынка;17С1;Третьяковская;
IKON Development;developer;https://www.cian.ru/sale/flat/302839424/;Москва;sale;flat;16;21;2;65.4;50521500;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
TROIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/292982448/;Москва;sale;flat;4;13;2;87.5;56000000;Замоскворечье;3-й Люсиновский переулок;1С1;Серпуховская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301776385/;Москва;sale;flat;25;85;2;116.2;80000000;Пресненский;1-й Красногвардейский проезд;21с1;Деловой центр;МФК ОКО
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286534281/;Москва;sale;flat;5;7;2;76.0;80372313;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
